theme_id,article_hash,client_id,created_at
stock_CL00004_SCHB_9f465aad442caac1,9989a2ce99e27d41cae09be0a71f680d,CL00004,2026-03-15 02:08:35.456914
stock_CL00004_SCHB_9f465aad442caac1,04469d58691109b0cb7ef5b804614b5a,CL00004,2026-03-15 02:08:36.342497
stock_CL00004_SCHB_9f465aad442caac1,6e257f3cf147461cd9b772e07004e2fb,CL00004,2026-03-15 02:08:36.783481
stock_CL00004_SCHB_49de74adfdf38b74,9989a2ce99e27d41cae09be0a71f680d,CL00004,2026-03-15 02:08:37.27643
stock_CL00004_SCHB_49de74adfdf38b74,87ffd9fed928d5c20eed6f93a1a20e70,CL00004,2026-03-15 02:08:37.728254
stock_CL00004_SCHB_49de74adfdf38b74,eb0dd428023e4b501ce8f92d8aa96594,CL00004,2026-03-15 02:08:38.154884
stock_CL00004_SCHB_ebdd1099b1e5483c,04469d58691109b0cb7ef5b804614b5a,CL00004,2026-03-15 02:08:38.614969
stock_CL00004_SCHB_ebdd1099b1e5483c,87ffd9fed928d5c20eed6f93a1a20e70,CL00004,2026-03-15 02:08:38.934427
stock_CL00004_SCHB_ebdd1099b1e5483c,1fc2ccce7a1c974de0b0f120f7602d1b,CL00004,2026-03-15 02:08:39.340991
stock_CL00004_SWAGX_f2be2b6f9d6b41dd,9989a2ce99e27d41cae09be0a71f680d,CL00004,2026-03-15 02:08:40.571387
stock_CL00004_SWAGX_f2be2b6f9d6b41dd,87ffd9fed928d5c20eed6f93a1a20e70,CL00004,2026-03-15 02:08:41.397886
stock_CL00004_SWAGX_f2be2b6f9d6b41dd,eb0dd428023e4b501ce8f92d8aa96594,CL00004,2026-03-15 02:08:41.765976
stock_CL00004_SWAGX_49cb73936808289c,04469d58691109b0cb7ef5b804614b5a,CL00004,2026-03-15 02:08:42.337243
stock_CL00004_SWAGX_49cb73936808289c,87ffd9fed928d5c20eed6f93a1a20e70,CL00004,2026-03-15 02:08:42.783187
stock_CL00004_SWAGX_49cb73936808289c,1fc2ccce7a1c974de0b0f120f7602d1b,CL00004,2026-03-15 02:08:43.169171
stock_CL00004_FHLC_b724e5cecf61e9e7,e40603a7c9b938bf694266e8f9695d08,CL00004,2026-03-15 02:08:44.303203
stock_CL00004_FHLC_b724e5cecf61e9e7,e55a69db29b4cabc6552e65a367b8332,CL00004,2026-03-15 02:08:45.414903
stock_CL00004_FHLC_b724e5cecf61e9e7,3c988c412d1944a3843bf5a060ff4242,CL00004,2026-03-15 02:08:46.22235
stock_CL00004_FHLC_af07fe4e583f944c,e40603a7c9b938bf694266e8f9695d08,CL00004,2026-03-15 02:08:46.818096
stock_CL00004_FHLC_af07fe4e583f944c,3c988c412d1944a3843bf5a060ff4242,CL00004,2026-03-15 02:08:47.250882
stock_CL00004_FENY_75af9a53d3b912bf,6074790d31bb556796cd30cb0a2cf586,CL00004,2026-03-15 02:08:48.347685
stock_CL00004_FENY_75af9a53d3b912bf,6365c8781bea8fdb0485da275cdd8806,CL00004,2026-03-15 02:08:49.338218
stock_CL00004_FENY_75af9a53d3b912bf,7dcf18e0072821cd7b3160267559d856,CL00004,2026-03-15 02:08:49.682136
stock_CL00004_FENY_66ceef163bd29642,f2ba682c21c173f71162eaab5de573bd,CL00004,2026-03-15 02:08:50.277499
stock_CL00004_FENY_66ceef163bd29642,74c71a8a0b2999759ad896f7552cf047,CL00004,2026-03-15 02:08:50.661563
stock_CL00004_FENY_66ceef163bd29642,d72b60ef15d5d5aa6fcac11a81d90d1d,CL00004,2026-03-15 02:08:51.299977
stock_CL00004_FENY_023eca9eb8c3cfb7,84670920279c1433d47e772849a38e05,CL00004,2026-03-15 02:08:51.956331
stock_CL00004_FENY_023eca9eb8c3cfb7,9ad287b665c114079fcb6039db6ab66a,CL00004,2026-03-15 02:08:52.477603
stock_CL00004_FENY_023eca9eb8c3cfb7,6365c8781bea8fdb0485da275cdd8806,CL00004,2026-03-15 02:08:53.20488
stock_CL00004_SCHB_20cb705b068a69a6,9989a2ce99e27d41cae09be0a71f680d,CL00004,2026-03-15 04:09:15.166287
stock_CL00004_SCHB_20cb705b068a69a6,04469d58691109b0cb7ef5b804614b5a,CL00004,2026-03-15 04:09:16.093398
stock_CL00004_SCHB_20cb705b068a69a6,6e257f3cf147461cd9b772e07004e2fb,CL00004,2026-03-15 04:09:16.456516
stock_CL00004_SCHB_80737bc613b5e3d8,9989a2ce99e27d41cae09be0a71f680d,CL00004,2026-03-15 04:09:16.894887
stock_CL00004_SCHB_80737bc613b5e3d8,87ffd9fed928d5c20eed6f93a1a20e70,CL00004,2026-03-15 04:09:17.349327
stock_CL00004_SCHB_80737bc613b5e3d8,eb0dd428023e4b501ce8f92d8aa96594,CL00004,2026-03-15 04:09:17.712212
stock_CL00004_SWAGX_20cb705b068a69a6,9989a2ce99e27d41cae09be0a71f680d,CL00004,2026-03-15 04:09:18.681166
stock_CL00004_SWAGX_20cb705b068a69a6,04469d58691109b0cb7ef5b804614b5a,CL00004,2026-03-15 04:09:19.682728
stock_CL00004_SWAGX_20cb705b068a69a6,6e257f3cf147461cd9b772e07004e2fb,CL00004,2026-03-15 04:09:20.102811
stock_CL00004_SWAGX_f2be2b6f9d6b41dd,9989a2ce99e27d41cae09be0a71f680d,CL00004,2026-03-15 04:09:20.651203
stock_CL00004_SWAGX_f2be2b6f9d6b41dd,87ffd9fed928d5c20eed6f93a1a20e70,CL00004,2026-03-15 04:09:21.042474
stock_CL00004_SWAGX_f2be2b6f9d6b41dd,eb0dd428023e4b501ce8f92d8aa96594,CL00004,2026-03-15 04:09:21.390576
stock_CL00004_FHLC_ca38f12f166a7649,e40603a7c9b938bf694266e8f9695d08,CL00004,2026-03-15 04:09:22.518456
stock_CL00004_FHLC_ca38f12f166a7649,e55a69db29b4cabc6552e65a367b8332,CL00004,2026-03-15 04:09:23.359289
stock_CL00004_FHLC_ca38f12f166a7649,3c988c412d1944a3843bf5a060ff4242,CL00004,2026-03-15 04:09:23.993476
stock_CL00004_FHLC_4f342f263ff93ad3,e40603a7c9b938bf694266e8f9695d08,CL00004,2026-03-15 04:09:24.527784
stock_CL00004_FHLC_4f342f263ff93ad3,e55a69db29b4cabc6552e65a367b8332,CL00004,2026-03-15 04:09:24.932045
stock_CL00004_FHLC_4f342f263ff93ad3,3c988c412d1944a3843bf5a060ff4242,CL00004,2026-03-15 04:09:25.471596
stock_CL00004_FENY_cc87aeb6f78f4a8e,4b6763c3cafdc09ca06d719c24b8ae71,CL00004,2026-03-15 04:09:26.657876
stock_CL00004_FENY_cc87aeb6f78f4a8e,9e0019e5c5fcc26d215446c2972fe837,CL00004,2026-03-15 04:09:27.582386
stock_CL00004_FENY_cc87aeb6f78f4a8e,5ad2f47a210dc316585852ac08c8b98c,CL00004,2026-03-15 04:09:27.974428
stock_CL00004_FENY_cc87aeb6f78f4a8e,f2ba682c21c173f71162eaab5de573bd,CL00004,2026-03-15 04:09:28.320445
stock_CL00004_FENY_cc87aeb6f78f4a8e,74c71a8a0b2999759ad896f7552cf047,CL00004,2026-03-15 04:09:28.830352
stock_CL00004_FENY_cc87aeb6f78f4a8e,d72b60ef15d5d5aa6fcac11a81d90d1d,CL00004,2026-03-15 04:09:29.298121
stock_CL00004_FENY_cc87aeb6f78f4a8e,0c3a826c58cde959bef11a30193ed4c2,CL00004,2026-03-15 04:09:29.687894
stock_CL00004_FENY_c4b91255e68b0db9,84670920279c1433d47e772849a38e05,CL00004,2026-03-15 04:09:30.110884
stock_CL00004_FENY_c4b91255e68b0db9,9ad287b665c114079fcb6039db6ab66a,CL00004,2026-03-15 04:09:30.609707
stock_CL00004_FENY_c4b91255e68b0db9,6365c8781bea8fdb0485da275cdd8806,CL00004,2026-03-15 04:09:31.008856
stock_CL00004_FENY_c4b91255e68b0db9,6e257f3cf147461cd9b772e07004e2fb,CL00004,2026-03-15 04:09:31.384653
stock_CL00004_FENY_c4b91255e68b0db9,a9d3edd5efa862c1cf3729dbc86d1516,CL00004,2026-03-15 04:09:31.78676
stock_CL00004_SCHB_c044f2e495493502,a00fdf495db700025363bb260febf54b,CL00004,2026-03-16 02:10:39.021131
stock_CL00004_SCHB_c044f2e495493502,95ab04ecc9eb0ae0bd442bb94230743c,CL00004,2026-03-16 02:10:39.977309
stock_CL00004_SCHB_c044f2e495493502,8aacd82467b999d988941290b5962b97,CL00004,2026-03-16 02:10:40.388215
stock_CL00004_SCHB_db1de363fce72442,df698682aefdc5bb9d60b913793c62c2,CL00004,2026-03-16 02:10:40.879036
stock_CL00004_SCHB_db1de363fce72442,94341519026a554172328355aabc6bf5,CL00004,2026-03-16 02:10:41.324342
stock_CL00004_SCHB_db1de363fce72442,4b768194ae023279f90493f4bfa687ab,CL00004,2026-03-16 02:10:41.824484
stock_CL00004_SCHB_db1de363fce72442,b91db40172ac6f3cd95762fc87533b86,CL00004,2026-03-16 02:10:42.497195
stock_CL00004_SCHB_67368608800bc25e,66d23c4ea1b25932652f193cc11ce2ed,CL00004,2026-03-16 02:10:42.996937
stock_CL00004_SCHB_67368608800bc25e,92781e3272a86133f36588b65168c103,CL00004,2026-03-16 02:10:43.375924
stock_CL00004_FHLC_9bda384a99845686,b2848090cec0c814aa4dc5a02ba9fd66,CL00004,2026-03-16 02:10:54.916393
stock_CL00004_FHLC_9bda384a99845686,1c59eb46d28be83407f83db3591a1613,CL00004,2026-03-16 02:10:55.800063
stock_CL00004_FHLC_9bda384a99845686,24fc8fdfa245d4b1f011a8d1cb239cce,CL00004,2026-03-16 02:10:56.218949
stock_CL00004_FHLC_9bda384a99845686,26c253cebfba1f865b8e8ef21d1879c4,CL00004,2026-03-16 02:10:56.669369
stock_CL00004_FHLC_9bda384a99845686,1245e9622c1a0ed76c88e5a00498d9d9,CL00004,2026-03-16 02:10:57.067382
stock_CL00004_FHLC_9bda384a99845686,7f3a2542bf8e69aa9476de11feb28f2f,CL00004,2026-03-16 02:10:57.479077
stock_CL00004_FHLC_9bda384a99845686,e226f865e73a92b65feba2d5fb45d592,CL00004,2026-03-16 02:10:58.024176
stock_CL00004_FHLC_e0794381694d26af,1c59eb46d28be83407f83db3591a1613,CL00004,2026-03-16 02:10:58.484542
stock_CL00019_SHY_61805f1b304c7874,9989a2ce99e27d41cae09be0a71f680d,CL00019,2026-03-15 02:12:58.536215
stock_CL00019_SHY_61805f1b304c7874,04469d58691109b0cb7ef5b804614b5a,CL00019,2026-03-15 02:12:59.464139
stock_CL00019_SHY_61805f1b304c7874,6e257f3cf147461cd9b772e07004e2fb,CL00019,2026-03-15 02:13:00.170368
stock_CL00019_SHY_36a5da71adc6d866,9989a2ce99e27d41cae09be0a71f680d,CL00019,2026-03-15 02:13:00.696825
stock_CL00019_SHY_36a5da71adc6d866,87ffd9fed928d5c20eed6f93a1a20e70,CL00019,2026-03-15 02:13:01.026023
stock_CL00019_SHY_36a5da71adc6d866,eb0dd428023e4b501ce8f92d8aa96594,CL00019,2026-03-15 02:13:01.52574
stock_CL00019_SHY_701c2e04439577d1,04469d58691109b0cb7ef5b804614b5a,CL00019,2026-03-15 02:13:02.168068
stock_CL00019_SHY_701c2e04439577d1,87ffd9fed928d5c20eed6f93a1a20e70,CL00019,2026-03-15 02:13:02.666286
stock_CL00019_SHY_701c2e04439577d1,6e257f3cf147461cd9b772e07004e2fb,CL00019,2026-03-15 02:13:03.116406
stock_CL00019_TFI_8206d7eb724fb9a7,95ab04ecc9eb0ae0bd442bb94230743c,CL00019,2026-03-16 02:15:30.871776
stock_CL00019_TFI_8206d7eb724fb9a7,8aacd82467b999d988941290b5962b97,CL00019,2026-03-16 02:15:32.638381
stock_CL00019_TFI_e74de61cb52119ad,a58ddcfb06d095fdc8d53b51c65eefbc,CL00019,2026-03-16 02:15:33.368129
stock_CL00019_TFI_e74de61cb52119ad,94341519026a554172328355aabc6bf5,CL00019,2026-03-16 02:15:33.950157
stock_CL00019_TFI_e74de61cb52119ad,b91db40172ac6f3cd95762fc87533b86,CL00019,2026-03-16 02:15:35.259186
stock_CL00019_TFI_9803a3fee08ae088,66d23c4ea1b25932652f193cc11ce2ed,CL00019,2026-03-16 02:15:36.322822
stock_CL00019_TFI_9803a3fee08ae088,92781e3272a86133f36588b65168c103,CL00019,2026-03-16 02:15:37.585316
stock_CL00019_SHY_60c9f3da5f8bf84d,6af0e06347550c50801def3371ec53b5,CL00019,2026-03-16 02:15:41.553792
stock_CL00019_SHY_60c9f3da5f8bf84d,95ab04ecc9eb0ae0bd442bb94230743c,CL00019,2026-03-16 02:15:42.702036
stock_CL00019_SHY_60c9f3da5f8bf84d,0b0e0c929a12a3c39d374bc9dd78d965,CL00019,2026-03-16 02:15:43.25323
stock_CL00019_SHY_ed37b7bd774d98ba,df698682aefdc5bb9d60b913793c62c2,CL00019,2026-03-16 02:15:43.796849
stock_CL00019_SHY_ed37b7bd774d98ba,8aacd82467b999d988941290b5962b97,CL00019,2026-03-16 02:15:44.221301
stock_CL00019_TFI_7a575afb62956737,f6c4372c10df91239247a9384b545f64,CL00019,2026-03-16 03:13:52.174231
stock_CL00019_TFI_7a575afb62956737,8aacd82467b999d988941290b5962b97,CL00019,2026-03-16 03:13:52.644947
stock_CL00019_TFI_366680caca771a81,2708619cc81dfe260f9b0609c917d1c0,CL00019,2026-03-16 03:13:53.652581
stock_CL00019_TFI_366680caca771a81,8b5ad2e3dbb3022e995940e87411d657,CL00019,2026-03-16 03:13:54.083657
stock_CL00019_SHY_4f6503323cdefb6b,a86949f173124d7f2f0c59270be1cfbb,CL00019,2026-03-20 02:17:56.027666
stock_CL00019_SHY_4f6503323cdefb6b,8f86b8b347fea8044881c97410a06699,CL00019,2026-03-20 02:17:56.55594
stock_CL00019_SHY_e33ab61620644a03,a86949f173124d7f2f0c59270be1cfbb,CL00019,2026-03-20 02:17:57.682571
stock_CL00019_SHY_e33ab61620644a03,c7c1b9d7a4aa05a5d383a5b46d98be30,CL00019,2026-03-20 02:17:58.355874
stock_CL00019_SHY_4862a96d834b5b89,661bbc3b13b4ef6062404d7c52a587fb,CL00019,2026-03-20 02:17:59.421746
stock_CL00019_SHY_4862a96d834b5b89,065077b24110423fd6280220f33cedee,CL00019,2026-03-20 02:17:59.878815
stock_CL00019_SHY_a426109a3da82148,a86949f173124d7f2f0c59270be1cfbb,CL00019,2026-03-20 02:29:41.565006
stock_CL00019_SHY_a426109a3da82148,c7c1b9d7a4aa05a5d383a5b46d98be30,CL00019,2026-03-20 02:29:42.065094
stock_CL00019_SHY_a426109a3da82148,1c256d12904e4458121ec0f9d43f345b,CL00019,2026-03-20 02:29:42.540602
stock_CL00019_SHY_f34a7269b549c80e,661bbc3b13b4ef6062404d7c52a587fb,CL00019,2026-03-20 02:29:43.635679
stock_CL00019_SHY_f34a7269b549c80e,5a47dac36240cfaa36639b70f11e7399,CL00019,2026-03-20 02:29:44.152922
stock_CL00019_SHY_f34a7269b549c80e,2ea591dde674ae241858a9642c6b15a3,CL00019,2026-03-20 02:29:44.623775
stock_CL00019_SHY_f34a7269b549c80e,eb18d9dcd194c4dbec849c16816ac477,CL00019,2026-03-20 02:29:45.195172
stock_CL00019_SHY_604af6b95fd46134,5ae4b69db5efc83bd36c2b5162ce0600,CL00019,2026-03-20 02:29:46.275002
stock_CL00019_SHY_604af6b95fd46134,065077b24110423fd6280220f33cedee,CL00019,2026-03-20 02:29:46.800392
stock_CL00019_TFI_df9ae0ae60cafa4e,0ee6fab9e962c225b5e252d1aca9f9a3,CL00019,2026-03-21 02:15:34.817598
stock_CL00019_TFI_df9ae0ae60cafa4e,43bd8c3bf9fc74074fcaf3ccd9e66d7d,CL00019,2026-03-21 02:15:35.396092
stock_CL00019_TFI_df9ae0ae60cafa4e,8b9f958f7759f416c6ac54f941bf36a3,CL00019,2026-03-21 02:15:36.093028
stock_CL00019_TFI_89d486b8b5af61cb,de8476a16ab8a394333fb7b8cb10158e,CL00019,2026-03-21 02:15:37.559956
stock_CL00019_TFI_89d486b8b5af61cb,0ee6fab9e962c225b5e252d1aca9f9a3,CL00019,2026-03-21 02:15:38.139501
stock_CL00019_YQQNR_b03c9adfd5488013,fec22cefba2abbdf88ae6446c672dfa2,CL00019,2026-03-22 02:15:26.679149
stock_CL00019_YQQNR_b03c9adfd5488013,1d63406ea8fcc9be38a8e667cb39e6c7,CL00019,2026-03-22 02:15:27.508136
stock_CL00019_YQQNR_60059890155c5c67,91c5ea75b0cccea6f1c6e49035d0bbce,CL00019,2026-03-22 02:15:29.360163
stock_CL00019_YQQNR_60059890155c5c67,92e74bc2cd0059ef58494c0423122f1c,CL00019,2026-03-22 02:15:30.407982
stock_CL00019_YQQNR_8e7d83732b491110,01c5a3def1591cc9d53900d7e34d6998,CL00019,2026-03-22 02:15:31.946912
stock_CL00019_YQQNR_8e7d83732b491110,25a1326ed36edb29991e38bbaf0104b7,CL00019,2026-03-22 02:15:32.785549
stock_CL00019_TFI_70f718889ff2628f,c0fe902113f73230b8a4a41c301873fb,CL00019,2026-03-22 02:15:34.619797
stock_CL00019_TFI_70f718889ff2628f,bc047013c26fc3ba18c3ff56f460cbef,CL00019,2026-03-22 02:15:35.130892
stock_CL00019_TFI_8fd5caf5ef885463,bc047013c26fc3ba18c3ff56f460cbef,CL00019,2026-03-22 02:15:37.044146
stock_CL00019_TFI_8fd5caf5ef885463,e3c25f062b73b894fd903cfdd1b19a67,CL00019,2026-03-22 02:15:37.896056
stock_CL00019_TFI_c9f1a8cfe81357ff,599f188c1d1d85dbbe59800650d71aa1,CL00019,2026-03-23 02:16:44.852052
stock_CL00019_TFI_c9f1a8cfe81357ff,3eebab2d1b460d55ac30645502ba45a0,CL00019,2026-03-23 02:16:45.91121
stock_CL00019_TFI_c9f1a8cfe81357ff,6716450e9615574e7480ab0706e8032d,CL00019,2026-03-23 02:16:47.107147
stock_CL00019_TFI_78dff44f02c252f5,ca8a6272d828083ac6a109ab45541a63,CL00019,2026-03-23 02:16:49.634961
stock_CL00019_TFI_78dff44f02c252f5,599f188c1d1d85dbbe59800650d71aa1,CL00019,2026-03-23 02:16:51.053408
stock_CL00019_TFI_78dff44f02c252f5,9ad5ecbaf3a6152027b1239506546e7d,CL00019,2026-03-23 02:16:52.519972
stock_CL00019_TFI_92548ebc731b5728,b37be63ffdd96eccf4836e4337ae0f95,CL00019,2026-03-23 02:16:55.030924
stock_CL00019_TFI_92548ebc731b5728,ab7494262d40d8086b2466c842c3d335,CL00019,2026-03-23 02:16:56.150142
stock_CL00019_TFI_92548ebc731b5728,00f4abdd897aaed1a9f93e371d3cc18a,CL00019,2026-03-23 02:16:57.027805
stock_CL00019_SHY_c7bf7b15cc5f7a6c,0fe1b55581bc264c0ae3487aeba6ac14,CL00019,2026-03-23 02:17:20.645861
stock_CL00019_SHY_c7bf7b15cc5f7a6c,b37be63ffdd96eccf4836e4337ae0f95,CL00019,2026-03-23 02:17:21.163826
stock_CL00019_SHY_c7bf7b15cc5f7a6c,9beb15939d730b59f3e75d91117bc3d7,CL00019,2026-03-23 02:17:22.032336
stock_CL00019_SHY_183636b79157985c,599f188c1d1d85dbbe59800650d71aa1,CL00019,2026-03-23 02:17:23.070812
stock_CL00019_SHY_183636b79157985c,6716450e9615574e7480ab0706e8032d,CL00019,2026-03-23 02:17:23.569639
stock_CL00019_SHY_080388cbe27c3ee4,00f4abdd897aaed1a9f93e371d3cc18a,CL00019,2026-03-23 02:17:24.766677
stock_CL00019_SHY_080388cbe27c3ee4,b37be63ffdd96eccf4836e4337ae0f95,CL00019,2026-03-23 02:17:25.386127
stock_CL00019_SHY_080388cbe27c3ee4,ab7494262d40d8086b2466c842c3d335,CL00019,2026-03-23 02:17:25.988365
stock_CL00019_TFI_200086f7485f57d3,b37be63ffdd96eccf4836e4337ae0f95,CL00019,2026-03-23 02:28:57.721815
stock_CL00019_TFI_200086f7485f57d3,599f188c1d1d85dbbe59800650d71aa1,CL00019,2026-03-23 02:28:58.272204
stock_CL00019_TFI_200086f7485f57d3,9beb15939d730b59f3e75d91117bc3d7,CL00019,2026-03-23 02:28:58.862239
stock_CL00019_TFI_3f7527000b085b6e,fd67a254d50de99f9d40e2ad02183b0d,CL00019,2026-03-23 02:28:59.985042
stock_CL00019_TFI_3f7527000b085b6e,599f188c1d1d85dbbe59800650d71aa1,CL00019,2026-03-23 02:29:00.501117
stock_CL00019_TFI_3f7527000b085b6e,6716450e9615574e7480ab0706e8032d,CL00019,2026-03-23 02:29:00.963775
stock_CL00019_TFI_62f21354bc28ad38,599f188c1d1d85dbbe59800650d71aa1,CL00019,2026-03-23 02:29:02.09956
stock_CL00019_TFI_62f21354bc28ad38,3eebab2d1b460d55ac30645502ba45a0,CL00019,2026-03-23 02:29:02.748092
stock_CL00019_SHY_2c78017430f4fc73,599f188c1d1d85dbbe59800650d71aa1,CL00019,2026-03-23 02:29:14.141855
stock_CL00019_SHY_2c78017430f4fc73,3eebab2d1b460d55ac30645502ba45a0,CL00019,2026-03-23 02:29:14.666481
stock_CL00019_SHY_2c78017430f4fc73,6716450e9615574e7480ab0706e8032d,CL00019,2026-03-23 02:29:15.203454
stock_CL00019_SHY_96926c22ea20cc43,00f4abdd897aaed1a9f93e371d3cc18a,CL00019,2026-03-23 02:29:16.579309
stock_CL00019_SHY_96926c22ea20cc43,b37be63ffdd96eccf4836e4337ae0f95,CL00019,2026-03-23 02:29:17.135217
stock_CL00019_SHY_96926c22ea20cc43,ab7494262d40d8086b2466c842c3d335,CL00019,2026-03-23 02:29:17.757234
stock_CL00019_SHY_96926c22ea20cc43,3f04053f9b0d2e671b8145687964b5b6,CL00019,2026-03-23 02:29:18.356299
stock_CL00019_SHY_b2c27f62715b2aae,fd67a254d50de99f9d40e2ad02183b0d,CL00019,2026-03-23 02:29:19.649369
stock_CL00019_SHY_b2c27f62715b2aae,b37be63ffdd96eccf4836e4337ae0f95,CL00019,2026-03-23 02:29:20.172579
stock_CL00019_SHY_2ae9580f19874a2d,7ceda102096a753b9985059f81a7683f,CL00019,2026-03-24 02:17:11.467918
stock_CL00019_SHY_2ae9580f19874a2d,95d2bf2a425f5cb719f548375752265d,CL00019,2026-03-24 02:17:12.14102
stock_CL00019_SHY_2ec7897491136d52,b70d1384b2ac6d392a685fb87badcc08,CL00019,2026-03-24 02:17:13.331499
stock_CL00019_SHY_2ec7897491136d52,87f3fdb9c71b1a863da0f70fe7f804a0,CL00019,2026-03-24 02:17:13.828474
stock_CL00019_TFI_476dda09f50c6146,7d55a6c60739083e2503e21614bcd5bd,CL00019,2026-03-28 02:10:02.863218
stock_CL00019_TFI_476dda09f50c6146,64496050126bab1a8f189b099bcebb1c,CL00019,2026-03-28 02:10:04.742668
stock_CL00019_TFI_476dda09f50c6146,153fe301f78b71308e168e5c51734a19,CL00019,2026-03-28 02:10:06.200433
stock_CL00019_TFI_476dda09f50c6146,b06d36755a50b7762959c2bb4ce930c0,CL00019,2026-03-28 02:10:08.248362
stock_CL00019_TFI_476dda09f50c6146,42cc98652933831a07fb43cdf8d71737,CL00019,2026-03-28 02:10:10.202619
stock_CL00019_CSX_905c6a7e4090d58f,1a4c391760f8b798d2c669201f7d66ce,CL00019,2026-03-29 02:10:38.072884
stock_CL00019_CSX_905c6a7e4090d58f,3d3e9e9c21ec99ef190f9cef7e4ffbd4,CL00019,2026-03-29 02:10:38.918685
stock_CL00019_CSX_aa9698442b3d7b4e,6fa207d5422bba435cece81b7aea379a,CL00019,2026-03-29 02:10:40.089992
stock_CL00019_CSX_aa9698442b3d7b4e,f7f92196b1f87027bbd2369f78ceb786,CL00019,2026-03-29 02:10:40.705117
stock_CL00019_CSX_64fd528bb057b1fd,be28d3e6fddd1c674cda80e98f73e62e,CL00019,2026-03-29 02:10:42.168146
stock_CL00019_CSX_64fd528bb057b1fd,daa7caf5574842e53a38560a3d56844c,CL00019,2026-03-29 02:10:42.621095
stock_CL00019_SHY_0553873161d792bd,c9d83c8e2b790c9e87713b5dd2223b4d,CL00019,2026-03-29 02:10:44.029364
stock_CL00019_SHY_0553873161d792bd,7d55a6c60739083e2503e21614bcd5bd,CL00019,2026-03-29 02:10:44.577171
stock_CL00019_SHY_74e2e64b72a14dc0,603e11dafafab34ab5968a83538d7786,CL00019,2026-03-29 02:10:45.848066
stock_CL00019_SHY_74e2e64b72a14dc0,7d55a6c60739083e2503e21614bcd5bd,CL00019,2026-03-29 02:10:46.498938
stock_CL00019_SHY_92d341a1fc3410ca,603e11dafafab34ab5968a83538d7786,CL00019,2026-03-29 02:10:47.617225
stock_CL00019_SHY_92d341a1fc3410ca,fb3da0349ae73bef9f82f466b137e080,CL00019,2026-03-29 02:10:48.212196
stock_CL00019_YQQNR_1414fde14807273b,b8391c013871766fc918ece275c47143,CL00019,2026-03-30 02:12:49.192672
stock_CL00019_YQQNR_1414fde14807273b,714e4a5df4b69581ecbf046edb67a19d,CL00019,2026-03-30 02:12:50.094929
stock_CL00019_YQQNR_aab93c8838bbaee0,55e98778ecd33105d2a153757aba2b58,CL00019,2026-03-30 02:12:52.050505
stock_CL00019_YQQNR_aab93c8838bbaee0,b8391c013871766fc918ece275c47143,CL00019,2026-03-30 02:12:53.109786
stock_CL00019_YQQNR_ba16eb85c8daab5c,714e4a5df4b69581ecbf046edb67a19d,CL00019,2026-03-30 02:12:55.113251
stock_CL00019_YQQNR_ba16eb85c8daab5c,54c6fdfb0283658dea88f70de0295848,CL00019,2026-03-30 02:12:56.027306
stock_CL00019_SHY_faf8a2ee68bd022a,1413feff2327c9ef7f5a16a5160db712,CL00019,2026-03-30 02:12:57.798131
stock_CL00019_SHY_faf8a2ee68bd022a,fd5ba4161df7adda8b74b4da7ca7aba7,CL00019,2026-03-30 02:12:58.657498
stock_CL00019_SHY_faf8a2ee68bd022a,d52608f59c0ee6ee45a3685fca80c0f1,CL00019,2026-03-30 02:12:59.642525
stock_CL00019_SHY_7d96a4bedd80f167,b8391c013871766fc918ece275c47143,CL00019,2026-03-30 02:13:01.112513
stock_CL00019_SHY_7d96a4bedd80f167,544c3bb91a664eecb159a46bf5f82193,CL00019,2026-03-30 02:13:02.23856
stock_CL00019_SHY_308b1bce4ed73b56,603e11dafafab34ab5968a83538d7786,CL00019,2026-03-30 02:13:04.08547
stock_CL00019_SHY_308b1bce4ed73b56,54c6fdfb0283658dea88f70de0295848,CL00019,2026-03-30 02:13:05.033223
stock_CL00019_TFI_e687eadef24f2ba9,704515d6e6a627724a5d99da89a219be,CL00019,2026-03-31 02:14:24.03536
stock_CL00019_TFI_e687eadef24f2ba9,4ab8825f440d8e8f69760a29c606f35b,CL00019,2026-03-31 02:14:25.415298
stock_CL00019_TFI_e687eadef24f2ba9,f4be18107b1c01fa9f234ef9a09f6a08,CL00019,2026-03-31 02:14:26.869589
stock_CL00019_TFI_e687eadef24f2ba9,5accff0851e9fddb085d40579ff7e9b0,CL00019,2026-03-31 02:14:28.546043
stock_CL00019_TFI_e687eadef24f2ba9,3fe987e8f9baf8d01b238df20f5bebda,CL00019,2026-03-31 02:14:29.98174
stock_CL00019_TFI_bbb88953bc3d9f2a,c48c5265e31e5b2cbd246685a2d50b94,CL00019,2026-03-31 02:14:32.14155
stock_CL00019_TFI_bbb88953bc3d9f2a,1757abd87a760d442fbd6f74f3ef3abd,CL00019,2026-03-31 02:14:33.280593
stock_CL00019_TFI_bbb88953bc3d9f2a,a090107c0dc2399c45b6a726953b3fe8,CL00019,2026-03-31 02:14:34.281203
stock_CL00019_TFI_bbb88953bc3d9f2a,9c1ca081b49611576dff9eba450a3379,CL00019,2026-03-31 02:14:35.910384
