view_id,session_id,page_url,page_title,load_time_ms,device_type,browser,country,city,user_agent,view_timestamp
0a4059fe-435b-4aec-9e56-41ca97650ff8,f87bd80b-375a-4aec-a62f-3f364e53c2ed,/reports,Reports,1343,Desktop,Chrome,AU,Boston,Mozilla/5.0 (Desktop),2026-03-05 18:01:47
12d1bd10-0d90-48ee-b97e-80d98b860ef2,0ee5f1be-d137-48fc-846b-4eb03394f34d,/dashboard,Dashboard,1991,Desktop,Firefox,JP,Seattle,Mozilla/5.0 (Desktop),2026-03-04 17:37:27
35a5e0c2-3a5f-42b4-86ce-ca2e9363e853,c014dc6b-fd42-4f18-b482-09cac27188f2,/advisor/profile,Advisor Profile,3879,Mobile,Safari,US,London,Mozilla/5.0 (Mobile),2026-03-02 03:35:12
2207ae08-bd0b-4821-b6e3-6b7d6145052f,4c7f3487-ffad-4698-bc90-e0433846a887,/portfolios,Portfolios,2957,Desktop,Chrome,US,San Francisco,Mozilla/5.0 (Desktop),2026-03-19 00:21:17
a26edb79-0309-41ee-bd28-10ff68c0e2bf,fed59992-4274-4a52-ae89-922c73721dbb,/settings,Settings,6811,Tablet,Chrome,AU,Chicago,Mozilla/5.0 (Tablet),2026-03-05 03:22:54
32f8c320-7933-4c3d-a3d5-18cec7eb012d,8913b7c9-517c-4529-bb74-82b8d438d01d,/login,Login,2601,Desktop,Safari,JP,Berlin,Mozilla/5.0 (Desktop),2026-03-23 21:07:59
dad3548a-6ba0-4f85-8be7-9d10def560dc,6e16129c-8ae2-4796-be4e-35e2322de18d,/accounts,Accounts,7206,Mobile,Firefox,US,San Francisco,Mozilla/5.0 (Mobile),2026-03-03 23:02:42
c5737a3d-5b03-4e69-8d06-103384cfc25c,da945557-8e7f-4f9c-bae5-cc94260b2611,/settings,Settings,3110,Desktop,Firefox,AU,Tokyo,Mozilla/5.0 (Desktop),2026-03-12 20:29:40
b7748ad2-7179-4425-bea1-e3b94ed92ef0,b2cdeee0-5ae5-4350-90ea-dd14fb417f63,/portfolios,Portfolios,2205,Tablet,Firefox,DE,San Francisco,Mozilla/5.0 (Tablet),2026-03-04 01:38:40
d11c8b01-83fa-455e-a8b7-e8b81ead7f08,703428b1-1a27-414d-97a1-8a785470d9b2,/advisor/profile,Advisor Profile,2856,Desktop,Chrome,CA,New York,Mozilla/5.0 (Desktop),2026-03-12 12:59:40
e58311fe-4818-4be4-a42e-578c372146d5,84ce999a-d1fe-4f07-ac01-5a35b8cb8744,/clients,Clients,7379,Desktop,Safari,CA,Chicago,Mozilla/5.0 (Desktop),2026-03-14 11:25:17
92f44fd1-1f31-4ce3-9293-7bbe74e39f7b,fed59992-4274-4a52-ae89-922c73721dbb,/search,Search,1343,Desktop,Firefox,AU,Boston,Mozilla/5.0 (Desktop),2026-03-17 21:56:58
b86b2049-edb2-4a3c-94df-2d3baa33ff89,e7000810-ab75-45e8-80c4-a43492755466,/login,Login,3165,Tablet,Firefox,CA,Boston,Mozilla/5.0 (Tablet),2026-03-12 05:47:37
a9f173f7-1b4f-4dda-b852-8e77fceb3c54,ebca859f-89ec-4865-8dc1-cbb28b94378a,/dashboard,Dashboard,5340,Desktop,Firefox,AU,San Francisco,Mozilla/5.0 (Desktop),2026-03-22 01:05:48
787ebf4d-41ad-433c-b5bd-dc5607887fd9,467fcd18-7552-4c96-a4f4-c60c1b0da8bf,/market-data,Market Data,2259,Mobile,Chrome,AU,Toronto,Mozilla/5.0 (Mobile),2026-03-03 17:24:24
d153aa68-7320-43c0-b434-9129237c4447,a96122b6-db8a-4d8d-83ea-fecb34354dde,/settings,Settings,3761,Desktop,Firefox,DE,New York,Mozilla/5.0 (Desktop),2026-03-23 21:48:17
d675926c-6b89-49bf-8ee9-630b20b79b88,dd0e6ca6-ad90-4242-b2c2-63a010bc4f0d,/portfolios,Portfolios,7331,Tablet,Safari,AU,Boston,Mozilla/5.0 (Tablet),2026-03-12 05:32:48
5d2ffecd-dbef-4f59-8cd7-976e4a2f76f9,61ffa387-fc87-4b62-8437-ad8c75802a56,/portfolios,Portfolios,7756,Tablet,Chrome,JP,Sydney,Mozilla/5.0 (Tablet),2026-03-09 11:09:23
c5999837-317b-4637-b842-11a02e4b2a92,548cd718-72c7-48a9-b6e1-497c71e58dab,/settings,Settings,674,Mobile,Firefox,JP,Toronto,Mozilla/5.0 (Mobile),2026-03-21 20:01:07
f1c26db6-bce6-4d1e-b142-880da0be4390,482f51cd-e544-4e81-8296-2fe797569dec,/clients,Clients,1230,Tablet,Firefox,AU,Chicago,Mozilla/5.0 (Tablet),2026-03-04 15:46:31
3029d4ae-5b71-4100-aec0-ea0f17b5921a,161b4111-fb39-4941-b891-2959f7a87285,/market-data,Market Data,7809,Mobile,Firefox,AU,Tokyo,Mozilla/5.0 (Mobile),2026-03-08 01:16:33
d83e6ba6-fcfb-4793-abfd-1ee44b6b5b6b,7ef22d10-9cdd-4ca6-9786-e719a4900f93,/settings,Settings,3898,Mobile,Chrome,CA,Berlin,Mozilla/5.0 (Mobile),2026-03-18 00:42:41
601bcf93-d96c-4fd9-b539-793a48887b2c,c5532a35-e6a4-4ab8-b271-628cb4222ae1,/market-data,Market Data,5020,Tablet,Firefox,US,Toronto,Mozilla/5.0 (Tablet),2026-03-03 17:21:01
b2770f05-0ab2-4ceb-9725-4a557880d9e2,66de3063-ae20-4f5d-a20d-033303a534a5,/dashboard,Dashboard,4411,Mobile,Firefox,UK,Chicago,Mozilla/5.0 (Mobile),2026-03-03 12:14:04
0f92690e-5002-4a3c-a843-46f6233d6da3,40c0041a-1949-4b78-96fe-1296ba18ca44,/market-data,Market Data,2190,Tablet,Edge,DE,Berlin,Mozilla/5.0 (Tablet),2026-03-10 03:34:08
def81339-6d99-4b78-a9da-6604d38abb9c,1a463f50-b7ec-4b69-be2f-1035b86952a6,/login,Login,3567,Mobile,Edge,AU,New York,Mozilla/5.0 (Mobile),2026-03-05 00:06:42
9c5a1157-e52d-41ac-961e-639877ecc8c2,815f77d9-10ce-45a5-a65a-fa2956f91dd3,/settings,Settings,1769,Desktop,Firefox,JP,Chicago,Mozilla/5.0 (Desktop),2026-03-05 04:03:25
3f8a72e3-a996-459c-a8c4-4662abe2fc20,815f77d9-10ce-45a5-a65a-fa2956f91dd3,/reports,Reports,7363,Mobile,Chrome,DE,Boston,Mozilla/5.0 (Mobile),2026-03-06 23:27:11
44b150d4-5976-4b9c-8526-3208ea1eea80,0ee5f1be-d137-48fc-846b-4eb03394f34d,/advisor/profile,Advisor Profile,7788,Desktop,Firefox,CA,San Francisco,Mozilla/5.0 (Desktop),2026-03-05 04:03:41
28862b90-9eb1-4541-82b0-9ac94c27bb3f,ab48fce5-7b63-4c0a-9943-6f79c994c95b,/login,Login,3304,Desktop,Chrome,DE,Tokyo,Mozilla/5.0 (Desktop),2026-03-21 17:30:13
a15edf25-54e4-48b3-b206-d75ec919524b,16f08342-f8dc-4400-be73-c9a36074befb,/advisor/profile,Advisor Profile,4186,Tablet,Firefox,CA,Tokyo,Mozilla/5.0 (Tablet),2026-03-20 09:18:27
f790f377-45d3-4ee5-968c-c113e8878b0c,04e2015e-416b-4fc2-8f96-f15b5e159124,/advisor/profile,Advisor Profile,2769,Desktop,Chrome,US,Seattle,Mozilla/5.0 (Desktop),2026-03-10 06:03:37
479b747e-20a9-4f41-ab68-52e14c662d18,e35fc007-4805-41a3-b20c-d39b192ab1a8,/advisor/profile,Advisor Profile,4360,Desktop,Chrome,CA,Toronto,Mozilla/5.0 (Desktop),2026-03-21 08:32:58
6f308cfc-7de8-4bbb-99e4-f2d680774794,e9088695-e794-423a-bbeb-03124025f000,/accounts,Accounts,7913,Mobile,Firefox,JP,Seattle,Mozilla/5.0 (Mobile),2026-03-03 21:43:55
7a1491e2-0cad-4863-aed9-01981f07f33b,b0c23887-3c8c-4191-894b-e0aec1caa24c,/login,Login,4830,Tablet,Safari,UK,Berlin,Mozilla/5.0 (Tablet),2026-03-02 16:39:05
dc899bbf-4cc7-43b2-836d-30cc81777532,4ce29827-4872-4d88-8428-4bc941591c2d,/login,Login,5487,Desktop,Safari,DE,Sydney,Mozilla/5.0 (Desktop),2026-03-14 09:15:16
c86fbfaa-22d3-4285-8511-7f53a9a60546,7be7128e-894a-4eaa-9862-8622f66db990,/market-data,Market Data,800,Tablet,Firefox,JP,Tokyo,Mozilla/5.0 (Tablet),2026-03-04 02:00:29
a7637855-f117-4dec-9223-fa4f16fa6ca5,da945557-8e7f-4f9c-bae5-cc94260b2611,/clients,Clients,2534,Desktop,Firefox,DE,Boston,Mozilla/5.0 (Desktop),2026-03-06 15:59:22
f1cf4a39-9445-4bb3-9c96-51d7e8cd6fb0,7562284d-7b37-49e1-b0d2-2f5011b0954e,/advisor/profile,Advisor Profile,6893,Desktop,Safari,AU,Toronto,Mozilla/5.0 (Desktop),2026-03-13 21:39:51
98f2fe6f-6f98-4acf-bab7-ae4e9bdbfd5b,8913b7c9-517c-4529-bb74-82b8d438d01d,/clients,Clients,1473,Tablet,Safari,UK,Seattle,Mozilla/5.0 (Tablet),2026-03-06 17:16:07
a0339040-14f1-4501-b9e1-df5361ab0be0,1cebcb3d-a908-42c6-a9f7-a1df6a9c7e58,/accounts,Accounts,7187,Tablet,Safari,JP,Chicago,Mozilla/5.0 (Tablet),2026-03-09 23:45:21
e967e32e-2c14-43cd-8e62-9d7087b6608e,1cebcb3d-a908-42c6-a9f7-a1df6a9c7e58,/dashboard,Dashboard,3669,Desktop,Safari,US,New York,Mozilla/5.0 (Desktop),2026-03-11 17:57:58
832ee74e-7811-4e82-835e-6c48372b5520,d0610937-e84f-4e2e-baaf-c219e6ebdc56,/reports,Reports,3819,Desktop,Edge,JP,New York,Mozilla/5.0 (Desktop),2026-03-15 05:49:08
c362ca94-777d-4c93-b7a0-c7a018263758,cb903034-568c-4e44-85a8-bbdf81500d88,/portfolios,Portfolios,7037,Tablet,Safari,JP,Boston,Mozilla/5.0 (Tablet),2026-03-05 18:04:56
46e3d36b-f3be-472c-a204-0360cc993afb,8fd00886-81b5-4b57-b41b-ec01ecf69f79,/dashboard,Dashboard,7564,Mobile,Chrome,UK,Berlin,Mozilla/5.0 (Mobile),2026-03-07 07:27:08
93776254-967c-466a-9e1d-b6f4f250991a,c0a345d3-4b6f-4137-bdb3-f39e45ef829d,/settings,Settings,5284,Tablet,Firefox,CA,London,Mozilla/5.0 (Tablet),2026-03-11 15:42:06
fda2771b-c68a-439a-b0b1-a93ee0f711ea,2bc51f37-8e02-43a6-8e11-151d928e3bfa,/dashboard,Dashboard,7773,Desktop,Safari,DE,Berlin,Mozilla/5.0 (Desktop),2026-03-08 13:56:26
1bc57538-e283-49b6-bff1-2998a993f0a2,cb903034-568c-4e44-85a8-bbdf81500d88,/clients,Clients,7233,Mobile,Edge,CA,Berlin,Mozilla/5.0 (Mobile),2026-03-12 09:10:50
db30ebdb-c872-41d5-93d0-17069187d763,1b878dd1-1b37-4c21-8b02-30164094d66f,/accounts,Accounts,5606,Desktop,Firefox,DE,Sydney,Mozilla/5.0 (Desktop),2026-03-20 15:22:19
e1aadb15-36a8-477f-8ada-d0081c7a580f,1a0c638d-9113-471e-833f-5e68a32ff3fd,/reports,Reports,4373,Mobile,Edge,AU,Boston,Mozilla/5.0 (Mobile),2026-03-12 21:55:04
8a34ea01-b5d1-4c7a-9fcf-c217af409667,c7292596-52a6-446c-91c7-5d16dc63a79e,/reports,Reports,2374,Desktop,Chrome,US,Seattle,Mozilla/5.0 (Desktop),2026-03-15 03:01:07
359a0693-1b10-40c7-92be-371d5e1fed4a,f4d00176-a0b0-4ad8-b572-b83896fe072c,/settings,Settings,4389,Mobile,Chrome,DE,Seattle,Mozilla/5.0 (Mobile),2026-03-19 12:22:46
dcaac1ec-9171-4e30-a5f6-6c665eedb7b1,0c8480e0-9fad-49a4-81aa-31002740df37,/login,Login,7782,Desktop,Firefox,UK,San Francisco,Mozilla/5.0 (Desktop),2026-03-09 02:16:02
fa0743e1-37e0-4488-9171-d95ad3389a52,5165ee7c-df90-4145-9d7f-247a64af7f43,/settings,Settings,5634,Tablet,Chrome,AU,Tokyo,Mozilla/5.0 (Tablet),2026-03-03 23:42:58
490c54cb-bff1-4132-8c5d-8907da230eb2,aaadec20-d274-4102-995b-04167d375b13,/login,Login,5911,Mobile,Safari,JP,London,Mozilla/5.0 (Mobile),2026-03-22 15:19:42
3feebf20-d9e2-4bc7-a25b-72c8b3ba6821,04e2015e-416b-4fc2-8f96-f15b5e159124,/login,Login,7595,Tablet,Firefox,JP,Seattle,Mozilla/5.0 (Tablet),2026-03-09 04:26:42
31406e42-1b16-407e-988b-9c1d7e79270f,74adbda3-b40a-4bda-8ab1-7b266bee1c61,/dashboard,Dashboard,1921,Mobile,Edge,JP,Seattle,Mozilla/5.0 (Mobile),2026-03-13 20:25:35
172a68a3-a43c-4f16-b880-8888832aa1a3,161b4111-fb39-4941-b891-2959f7a87285,/search,Search,4387,Tablet,Edge,AU,London,Mozilla/5.0 (Tablet),2026-03-14 17:29:28
c7c3aa5d-ff3b-4e9a-82ec-fbbdae434936,0ee5f1be-d137-48fc-846b-4eb03394f34d,/market-data,Market Data,6904,Mobile,Firefox,AU,Tokyo,Mozilla/5.0 (Mobile),2026-03-04 14:18:32
2c493bdc-44c4-4963-a358-2b64c2f6d6ef,b52e236d-db1a-49fb-8860-f609c932afab,/portfolios,Portfolios,2205,Desktop,Edge,JP,Toronto,Mozilla/5.0 (Desktop),2026-03-10 14:51:12
77659cac-af5c-401e-b8e5-59fe950ac6e3,16f08342-f8dc-4400-be73-c9a36074befb,/market-data,Market Data,5904,Desktop,Edge,DE,San Francisco,Mozilla/5.0 (Desktop),2026-03-20 10:26:56
04330d63-910d-4b56-8cc8-af0907d817e8,61ffa387-fc87-4b62-8437-ad8c75802a56,/dashboard,Dashboard,3682,Desktop,Firefox,CA,Boston,Mozilla/5.0 (Desktop),2026-03-11 09:09:41
c2f3e7ff-d4b1-46f7-b770-f39632fe4db9,0666b267-a5b3-4d3a-992d-d3333fb37dce,/accounts,Accounts,1292,Desktop,Edge,AU,Boston,Mozilla/5.0 (Desktop),2026-03-20 19:03:35
454c042f-d164-4766-9e0f-2c3b22f2091e,9d4e3ca0-c6f7-4170-a7ca-6d4c71a09774,/search,Search,7507,Tablet,Edge,JP,Chicago,Mozilla/5.0 (Tablet),2026-03-14 12:48:57
d04e6cf0-b68a-431c-bde0-e0fbe502b5fa,f0c83070-0049-42bb-b20d-85ac3e064780,/search,Search,6358,Mobile,Firefox,AU,Tokyo,Mozilla/5.0 (Mobile),2026-03-07 18:47:55
8e9d502c-be34-444f-8b56-393a4e24c56b,b158cdc6-32f6-4a61-9ba3-66f1dc7a141c,/accounts,Accounts,834,Mobile,Safari,CA,Tokyo,Mozilla/5.0 (Mobile),2026-03-23 05:31:40
